record_id,combination_size,ingredient_ids,ingredient_names,context,process_context,observed_or_predicted,aroma_similarity,aroma_complement,aroma_contrast,taste_balance,culinary_support,sensory_support,dominance_risk,masking_risk,novelty_score,overall_score,confidence,key_compounds,key_descriptors,bridge_ingredients,evidence_refs,model_version,explanation
COMP-003842,2,ING-MARINE-THON-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.000,0.000,,0.080,0.745,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.00; masquage=0.00
COMP-003843,2,ING-PLANT-OIGNON-000001|ING-PLANT-THYM-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-003844,2,ING-BEV-THNOIR-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.000,0.000,,0.080,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.00; masquage=0.00
COMP-003845,2,ING-BEV-THVERT-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.000,0.000,,0.080,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.00; masquage=0.00
COMP-003846,2,ING-PLANT-OIGNON-000001|ING-PLANT-TOMATE-000001,,all,raw_or_cooked,predicted,0.333,0.000,1.000,0.600,,,0.000,0.000,,0.287,0.760,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.33; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.00; masquage=0.00
COMP-003847,2,ING-PLANT-OIGNON-000001|ING-PLANT-TOMATESCHE-000001,,all,raw_or_cooked,predicted,0.250,0.000,1.000,0.400,,,0.000,0.000,,0.205,0.775,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.25; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.00; masquage=0.00
COMP-003848,2,ING-FUNGUS-TRUFFENOIRE-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.250,0.750,0.200,,,0.250,0.000,,0.065,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-003849,2,ING-PLANT-OIGNON-000001|ING-PLANT-VANILLEGOUSS-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.745,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-003850,2,ING-BEV-VINBLANCMOEL-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-003851,2,ING-BEV-VINBLANCSEC-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003852,2,ING-BEV-VINROUGE-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-003853,2,ING-PLANT-OIGNON-000001|ING-TECH-VINAIGREBALS-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.125,0.000,,0.055,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.13; masquage=0.00
COMP-003854,2,ING-PLANT-OIGNON-000001|ING-TECH-VINAIGREDEVI-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.125,0.000,,0.055,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.13; masquage=0.00
COMP-003855,2,ING-BEV-WHISKY-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.375,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.38; masquage=0.00
COMP-003856,2,ING-FERMENT-YAOURTNATURE-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003857,2,ING-PLANT-CHALOTE-000001|ING-PLANT-OIGNON-000001,,all,raw_or_cooked,predicted,0.000,1.000,0.000,0.200,,,0.000,0.200,,0.300,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=1.00; équilibre gustatif=0.20; risque dominance=0.00; masquage=0.20
COMP-003858,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-PAPAYE-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.600,,,0.250,0.200,,0.080,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
COMP-003859,2,ING-DAIRY-PARMIGIANORE-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.800,,,0.250,0.000,,0.110,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
COMP-003860,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-PERSIL-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003861,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-PIMENTDESPEL-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003862,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-PIMENTFORT-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003863,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-POIREAU-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003864,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-POIVRENOIR-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003865,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-POIVRONROUGE-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.600,,,0.250,0.000,,0.120,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003866,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-POMME-000001,,all,raw_or_cooked,predicted,0.000,0.200,0.800,0.600,,,0.250,0.200,,0.090,0.760,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
COMP-003867,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-POMME-000002,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.600,,,0.250,0.200,,0.080,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
COMP-003868,2,ING-ANIMAL-PORCVIANDE-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.800,,,0.250,0.000,,0.110,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
COMP-003869,2,ING-ANIMAL-POULETVIANDE-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003870,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-PCHE-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.600,,,0.250,0.200,,0.080,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
COMP-003871,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-RAISIN-000001,,all,raw_or_cooked,predicted,0.000,0.200,0.800,0.600,,,0.250,0.200,,0.090,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
COMP-003872,2,ING-BEV-RHUMAMBR-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.375,0.000,,0.045,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.38; masquage=0.00
COMP-003873,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-ROMARIN-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003874,2,ING-DAIRY-ROQUEFORT-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003875,2,ING-COND-SAUCESOJA-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.800,,,0.250,0.000,,0.110,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
COMP-003876,2,ING-MARINE-SAUMON-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003877,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-TECH-SIROPDRABLE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003878,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-TECH-SUCREBLANC-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.375,0.000,,0.045,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.38; masquage=0.00
COMP-003879,2,ING-MARINE-THON-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003880,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-THYM-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003881,2,ING-BEV-THNOIR-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.143,0.857,0.400,,,0.250,0.000,,0.073,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003882,2,ING-BEV-THVERT-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.143,0.857,0.400,,,0.250,0.000,,0.073,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003883,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-TOMATE-000001,,all,raw_or_cooked,predicted,0.000,0.333,0.667,0.600,,,0.250,0.000,,0.170,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003884,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-TOMATESCHE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.800,,,0.250,0.000,,0.110,0.745,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
COMP-003885,2,ING-FUNGUS-TRUFFENOIRE-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003886,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-PLANT-VANILLEGOUSS-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003887,2,ING-BEV-VINBLANCMOEL-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.143,0.857,0.600,,,0.250,0.200,,0.073,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
COMP-003888,2,ING-BEV-VINBLANCSEC-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.333,0.667,0.400,,,0.250,0.000,,0.130,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003889,2,ING-BEV-VINROUGE-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.125,0.875,0.400,,,0.250,0.200,,0.028,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.12; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
COMP-003890,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-TECH-VINAIGREBALS-000001,,all,raw_or_cooked,predicted,0.000,0.143,0.857,0.600,,,0.250,0.200,,0.073,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
COMP-003891,2,ING-PLANT-PAMPLEMOUSSE-000001|ING-TECH-VINAIGREDEVI-000001,,all,raw_or_cooked,predicted,0.000,0.250,0.750,0.400,,,0.250,0.200,,0.065,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
COMP-003892,2,ING-BEV-WHISKY-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.375,0.000,,0.005,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.38; masquage=0.00
COMP-003893,2,ING-FERMENT-YAOURTNATURE-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.200,0.800,0.600,,,0.250,0.200,,0.090,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
COMP-003894,2,ING-PLANT-CHALOTE-000001|ING-PLANT-PAMPLEMOUSSE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003895,2,ING-DAIRY-PARMIGIANORE-000001|ING-PLANT-PAPAYE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003896,2,ING-PLANT-PAPAYE-000001|ING-PLANT-PERSIL-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.125,0.000,,0.055,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.13; masquage=0.00
COMP-003897,2,ING-PLANT-PAPAYE-000001|ING-PLANT-PIMENTDESPEL-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.125,0.000,,0.015,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.13; masquage=0.00
COMP-003898,2,ING-PLANT-PAPAYE-000001|ING-PLANT-PIMENTFORT-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-003899,2,ING-PLANT-PAPAYE-000001|ING-PLANT-POIREAU-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.125,0.000,,0.015,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.13; masquage=0.00
COMP-003900,2,ING-PLANT-PAPAYE-000001|ING-PLANT-POIVRENOIR-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-003901,2,ING-PLANT-PAPAYE-000001|ING-PLANT-POIVRONROUGE-000001,,all,raw_or_cooked,predicted,0.000,0.500,0.500,0.200,,,0.125,0.000,,0.165,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.20; risque dominance=0.13; masquage=0.00
COMP-003902,2,ING-PLANT-PAPAYE-000001|ING-PLANT-POMME-000001,,all,raw_or_cooked,predicted,0.000,0.667,0.333,0.200,,,0.125,0.400,,0.135,0.760,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.67; équilibre gustatif=0.20; risque dominance=0.13; masquage=0.40
COMP-003903,2,ING-PLANT-PAPAYE-000001|ING-PLANT-POMME-000002,,all,raw_or_cooked,predicted,0.000,0.500,0.500,0.200,,,0.250,0.400,,0.060,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.40
COMP-003904,2,ING-ANIMAL-PORCVIANDE-000001|ING-PLANT-PAPAYE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003905,2,ING-ANIMAL-POULETVIANDE-000001|ING-PLANT-PAPAYE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.125,0.000,,0.055,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.13; masquage=0.00
COMP-003906,2,ING-PLANT-PAPAYE-000001|ING-PLANT-PCHE-000001,,all,raw_or_cooked,predicted,0.000,0.500,0.500,0.200,,,0.250,0.400,,0.060,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.40
COMP-003907,2,ING-PLANT-PAPAYE-000001|ING-PLANT-RAISIN-000001,,all,raw_or_cooked,predicted,0.000,0.667,0.333,0.200,,,0.250,0.400,,0.110,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.67; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.40
COMP-003908,2,ING-BEV-RHUMAMBR-000001|ING-PLANT-PAPAYE-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.200,,,0.375,0.200,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.20; risque dominance=0.38; masquage=0.20
COMP-003909,2,ING-PLANT-PAPAYE-000001|ING-PLANT-ROMARIN-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-003910,2,ING-DAIRY-ROQUEFORT-000001|ING-PLANT-PAPAYE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-003911,2,ING-COND-SAUCESOJA-000001|ING-PLANT-PAPAYE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-003912,2,ING-MARINE-SAUMON-000001|ING-PLANT-PAPAYE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.125,0.000,,0.055,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.13; masquage=0.00
COMP-003913,2,ING-PLANT-PAPAYE-000001|ING-TECH-SIROPDRABLE-000001,,all,raw_or_cooked,predicted,0.000,0.250,0.750,0.200,,,0.250,0.200,,0.025,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
COMP-003914,2,ING-PLANT-PAPAYE-000001|ING-TECH-SUCREBLANC-000001,,all,raw_or_cooked,predicted,0.000,0.333,0.667,0.200,,,0.375,0.200,,0.025,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.20; risque dominance=0.38; masquage=0.20
